customer_id,gender,married,dependents,senior_citizen,tenure,phone_service,internet_service,paperless_billing,contract_type,payment_method,monthly_charges,total_charges,churn
1545-JFUML,Male,Yes,No,No,71,Yes,Fiber,Yes,Biannually,eCheck,99,6994.6,No
1548-ARAGG,Female,Yes,Yes,No,4,Yes,DSL,Yes,Monthly,Check,58.5,224.85,No
1548-FEHVL,Male,Yes,No,No,61,Yes,Fiber,Yes,Monthly,eCheck,106.2,6375.2,No
1550-EENBN,Female,No,No,No,31,Yes,Fiber,No,Monthly,eCheck,104.35,3205.6,No
1550-LOAHA,Female,Yes,No,No,32,Yes,Fiber,No,Monthly,Wire (auto),84.15,2585.95,Yes
1552-AAGRX,Female,No,No,No,30,Yes,Fiber,No,Monthly,Wire (auto),106.4,3211.9,No
1552-CZCLL,Female,Yes,Yes,No,55,Yes,No,No,Monthly,Credit (auto),20,1087.25,No
1552-TKMXS,Female,Yes,No,No,42,Yes,No,No,Monthly,Credit (auto),20.35,869.9,No
1555-DJEQW,Female,Yes,Yes,No,70,Yes,Fiber,Yes,Biannually,Wire (auto),114.2,7723.9,Yes
1555-HAPSU,Female,Yes,Yes,No,71,Yes,No,No,Biannually,Credit (auto),23.9,1663.5,No
1557-EMYVT,Female,No,No,No,43,Yes,Fiber,No,Biannually,Credit (auto),115.05,4895.1,No
1559-DTODC,Male,No,No,No,19,No,DSL,Yes,Monthly,Wire (auto),25.15,468.35,No
1561-BWHIN,Male,Yes,Yes,No,19,Yes,No,No,Annually,Check,19.8,344.5,No
1563-IWQEX,Female,No,No,No,12,Yes,No,No,Monthly,Check,19.7,220.35,No
1564-HJUVY,Male,No,No,No,4,Yes,DSL,Yes,Monthly,Wire (auto),63.75,226.2,No
1564-NTYXF,Female,No,No,Yes,13,Yes,Fiber,Yes,Monthly,eCheck,82,1127.2,Yes
1565-RHDJD,Female,No,Yes,No,4,Yes,Fiber,No,Monthly,Wire (auto),84.05,333.55,Yes
1567-DSCIC,Male,No,No,No,8,Yes,Fiber,Yes,Monthly,eCheck,94,773.65,Yes
1568-BEKZM,Male,Yes,No,Yes,70,Yes,DSL,No,Biannually,Credit (auto),90.05,6333.4,No
1568-LJSZU,Male,Yes,Yes,No,68,Yes,DSL,Yes,Biannually,Credit (auto),92.2,6392.85,No
1569-TTNYJ,Male,Yes,No,No,5,Yes,Fiber,Yes,Monthly,eCheck,78.75,412.1,Yes
1571-SAVHK,Male,No,No,No,12,Yes,Fiber,Yes,Monthly,Check,99.95,1132.75,Yes
1573-LGXBA,Male,Yes,Yes,No,57,Yes,Fiber,Yes,Annually,Credit (auto),97.55,5598,No
1574-DYCWE,Female,Yes,Yes,No,51,Yes,No,No,Biannually,Check,19.95,1028.75,No
1575-KRZZE,Female,No,No,No,4,Yes,DSL,No,Monthly,eCheck,55.2,220.65,No
1576-PFZIW,Male,Yes,No,Yes,70,Yes,Fiber,No,Biannually,Credit (auto),105.35,7511.9,No
1577-HKTFG,Female,Yes,No,No,30,Yes,No,No,Monthly,Wire (auto),19.65,655.85,Yes
1579-KLYDT,Male,No,No,No,7,Yes,Fiber,Yes,Monthly,eCheck,90.45,593.45,Yes
1580-BMCMR,Male,No,No,Yes,19,Yes,Fiber,Yes,Monthly,eCheck,87.3,1637.3,No
1582-RAFML,Male,No,No,No,1,Yes,DSL,No,Monthly,Check,60.1,60.1,Yes
1583-IHQZE,Male,No,No,No,12,Yes,Fiber,Yes,Monthly,Check,112.95,1384.75,Yes
1585-MQSSU,Male,No,No,No,17,Yes,DSL,No,Monthly,Check,51.5,900.5,Yes
1587-FKLZB,Male,Yes,Yes,Yes,66,Yes,Fiber,Yes,Monthly,Credit (auto),99.5,6822.15,Yes
1589-AGTLK,Male,No,No,No,3,Yes,DSL,Yes,Monthly,eCheck,45.35,141.5,Yes
1591-MQJTP,Male,Yes,No,Yes,51,Yes,Fiber,Yes,Annually,Wire (auto),93.65,4839.15,No
1591-NFNLQ,Male,No,No,No,51,Yes,Fiber,No,Monthly,Credit (auto),80,4242.35,Yes
1591-XWLGB,Female,Yes,No,No,71,Yes,No,No,Biannually,Credit (auto),19.85,1379.6,No
1596-BBVTG,Male,No,No,No,35,Yes,Fiber,No,Monthly,Credit (auto),75.35,2636.05,Yes
1596-OQSPS,Female,No,No,No,11,Yes,DSL,No,Monthly,eCheck,51.1,531.15,No
1597-FZREH,Female,No,No,No,2,Yes,DSL,No,Monthly,eCheck,76.4,160.8,Yes
1597-LHYNC,Female,No,No,Yes,26,Yes,Fiber,Yes,Monthly,eCheck,95,2497.2,Yes
1599-EAHXY,Male,Yes,Yes,No,60,Yes,No,No,Annually,Credit (auto),23.95,1506.4,No
1599-MMYRQ,Male,Yes,Yes,No,62,Yes,Fiber,Yes,Annually,Credit (auto),81.45,4983.05,No
1600-DILPE,Female,No,No,No,12,Yes,DSL,Yes,Monthly,Wire (auto),45,524.35,No
1602-IJQQE,Female,No,No,No,4,Yes,Fiber,No,Monthly,eCheck,75.35,338.1,Yes
1608-GMEWB,Male,No,No,Yes,45,Yes,Fiber,Yes,Monthly,Wire (auto),93.9,4200.25,No
1612-EOHDH,Female,No,No,No,1,Yes,DSL,No,Monthly,eCheck,45.15,45.15,Yes
1614-JBEBI,Female,No,No,No,8,Yes,No,Yes,Monthly,Check,20.7,137.6,No
1618-CFHME,Female,No,No,No,2,Yes,Fiber,Yes,Monthly,eCheck,75.9,143.35,Yes
1619-YWUBB,Female,Yes,No,No,68,Yes,No,Yes,Biannually,Credit (auto),24.95,1614.9,No
1621-YNCJH,Female,Yes,No,No,36,Yes,Fiber,Yes,Biannually,Credit (auto),106.05,3834.4,No
1622-HSHSF,Female,No,No,No,1,Yes,No,Yes,Monthly,Check,19.55,19.55,No
1623-NLDOT,Female,Yes,No,No,42,No,DSL,No,Annually,Check,33.55,1445.3,Yes
1624-NALOJ,Male,No,No,Yes,5,Yes,Fiber,Yes,Monthly,eCheck,89.8,502.6,Yes
1624-WOIWJ,Female,No,No,No,10,Yes,Fiber,Yes,Monthly,Check,84.7,832.05,Yes
1625-JAIIY,Female,Yes,Yes,No,68,Yes,Fiber,Yes,Annually,eCheck,83,5685.8,Yes
1626-ERCMM,Male,Yes,No,Yes,20,Yes,Fiber,Yes,Monthly,eCheck,94.55,1899.65,Yes
1627-AFWVJ,Female,No,No,No,29,Yes,No,No,Biannually,Check,19.4,554.25,No
1628-BIZYP,Male,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,85,85,No
1629-DQQVB,Female,No,No,No,14,Yes,DSL,No,Monthly,Wire (auto),50.1,709.5,No
1635-FJFCC,Female,No,No,No,5,Yes,DSL,Yes,Monthly,Credit (auto),44.05,202.15,No
1635-HDGFT,Female,No,Yes,No,19,Yes,No,No,Biannually,Check,20.5,398.55,No
1635-NZATJ,Male,Yes,No,Yes,71,Yes,No,No,Biannually,Credit (auto),25.45,1789.65,No
1636-NTNCO,Male,No,No,Yes,4,No,DSL,Yes,Monthly,Credit (auto),50.95,207.35,No
1640-PLFMP,Female,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,70.25,70.25,No
1641-BYBTK,Male,No,Yes,No,6,Yes,No,Yes,Monthly,Check,20.2,98.35,No
1641-RQDAY,Female,Yes,Yes,Yes,32,Yes,Fiber,Yes,Monthly,eCheck,100.4,3217.65,No
1642-HMARX,Female,Yes,No,No,68,Yes,DSL,Yes,Biannually,eCheck,91.7,6424.7,No
1644-IRKSF,Female,Yes,Yes,No,33,Yes,Fiber,Yes,Annually,eCheck,93.8,3124.5,Yes
1656-DRSMG,Female,No,No,No,63,Yes,Fiber,Yes,Monthly,Credit (auto),109.85,7002.95,No
1657-DYMBM,Male,Yes,No,No,53,Yes,No,No,Biannually,Credit (auto),19.9,1110.05,No
1658-BYGOY,Male,No,No,Yes,18,Yes,Fiber,Yes,Monthly,eCheck,95.45,1752.55,Yes
1658-TJVOA,Female,No,No,Yes,6,Yes,Fiber,Yes,Monthly,eCheck,74.1,450.9,No
1658-XUHBX,Female,Yes,Yes,Yes,59,Yes,Fiber,Yes,Monthly,Credit (auto),88.75,5348.65,No
1660-HSOOQ,Male,No,No,No,1,Yes,DSL,Yes,Monthly,Check,49.65,49.65,Yes
1661-CZBAU,Male,No,No,No,48,Yes,DSL,Yes,Annually,Wire (auto),70.95,3629.2,No
1663-MHLHE,Male,No,No,No,1,Yes,No,No,Monthly,Check,19.2,19.2,No
1666-JXLKU,Female,No,No,No,37,Yes,Fiber,Yes,Monthly,eCheck,100.05,3810.55,No
1666-JZPZT,Male,No,No,No,27,Yes,DSL,No,Monthly,Check,49,1291.35,No
1670-SVOWZ,Female,Yes,Yes,No,14,Yes,Fiber,Yes,Monthly,Credit (auto),89.65,1208.35,Yes
1676-MQAOA,Male,No,No,No,72,Yes,DSL,Yes,Biannually,Wire (auto),75.1,5336.35,No
1678-FYZOW,Female,No,No,No,3,Yes,Fiber,Yes,Monthly,eCheck,79.4,244.65,Yes
1679-JRFBR,Female,Yes,Yes,No,70,Yes,Fiber,Yes,Annually,Credit (auto),108.15,7930.55,No
1680-VDCWW,Male,Yes,No,No,12,Yes,No,No,Annually,Wire (auto),19.8,202.25,No
1682-VCOIO,Male,No,No,No,23,Yes,No,No,Annually,Check,20.45,481.1,No
1684-FLBGS,Female,Yes,Yes,No,23,Yes,DSL,Yes,Monthly,Credit (auto),69.5,1652.1,No
1685-BQULA,Female,No,No,No,40,Yes,Fiber,Yes,Monthly,Wire (auto),93.4,3756.4,No
1685-VAYJF,Male,No,No,No,11,Yes,DSL,No,Monthly,Credit (auto),45.2,492,No
1686-STUHN,Male,No,No,No,42,Yes,No,No,Annually,Wire (auto),19.8,849.9,No
1689-MRZQR,Male,Yes,Yes,No,34,Yes,Fiber,No,Monthly,eCheck,78.3,2564.3,Yes
1689-YQBYY,Female,No,Yes,No,12,Yes,Fiber,Yes,Monthly,eCheck,76.6,893,No
1696-HXOWK,Female,Yes,No,No,71,Yes,Fiber,No,Annually,Check,95.65,6856.95,No
1696-MZVAU,Male,Yes,Yes,No,39,No,DSL,Yes,Annually,Credit (auto),25.25,947.75,No
1697-BCSHV,Female,Yes,Yes,No,58,Yes,DSL,Yes,Monthly,Wire (auto),66.8,3970.4,No
1697-LYYYX,Female,Yes,Yes,No,61,Yes,No,No,Annually,Credit (auto),19.1,1143.8,No
1697-NVVGY,Male,Yes,No,Yes,19,Yes,DSL,No,Monthly,Wire (auto),66.4,1286.05,No
1698-XFZCI,Male,No,No,No,61,Yes,Fiber,Yes,Annually,eCheck,107.75,6521.9,No
1699-HPSBG,Male,No,No,No,12,Yes,DSL,Yes,Annually,eCheck,59.8,727.8,Yes
1699-TLDLZ,Female,Yes,Yes,No,16,Yes,No,No,Biannually,Check,19.7,301.55,No
1699-UOTXU,Male,No,No,No,60,Yes,DSL,No,Biannually,eCheck,61.4,3638.25,No
1702-CCFNJ,Male,Yes,No,No,52,Yes,DSL,No,Monthly,Wire (auto),61.35,3169.55,No
1703-MGIAB,Female,No,No,No,17,Yes,DSL,Yes,Monthly,Check,69,1108,No
1704-NRWYE,Female,No,No,Yes,9,Yes,Fiber,Yes,Monthly,eCheck,80.85,751.65,Yes
1705-GUHPV,Female,No,No,No,63,Yes,No,No,Biannually,Check,24.2,1618.2,No
1707-HABPF,Female,No,No,Yes,46,Yes,Fiber,Yes,Annually,Wire (auto),91.3,4126.35,No
1708-PBBOA,Female,No,No,No,42,No,DSL,Yes,Annually,eCheck,54.75,2348.45,No
1709-EJDOX,Female,Yes,Yes,No,47,Yes,No,No,Biannually,Check,19.75,948.9,No
1710-RCXUS,Male,Yes,No,No,51,Yes,Fiber,Yes,Annually,Credit (auto),90.35,4614.55,No
1716-LSAMB,Male,Yes,Yes,No,45,Yes,DSL,No,Biannually,Wire (auto),54.65,2553.7,No
1722-LDZJS,Male,Yes,Yes,No,53,Yes,No,No,Annually,Credit (auto),20.2,1068.15,No
1723-HKXJQ,Male,No,No,No,42,Yes,Fiber,Yes,Monthly,eCheck,101.75,4273.45,Yes
1724-BQUHA,Male,No,No,Yes,5,Yes,Fiber,Yes,Monthly,eCheck,89.5,477.7,Yes
1724-IQWNM,Male,No,Yes,No,1,Yes,No,Yes,Monthly,Check,19.3,19.3,No
1725-IQNIY,Male,Yes,No,No,54,Yes,Fiber,No,Biannually,Wire (auto),109.75,6110.2,Yes
1725-MIMXW,Male,No,Yes,No,1,Yes,No,Yes,Monthly,Check,19.45,19.45,Yes
1728-BQDMA,Female,No,No,No,2,Yes,DSL,No,Monthly,eCheck,44.45,82.7,No
1728-CXQBE,Male,Yes,No,Yes,64,Yes,Fiber,Yes,Monthly,eCheck,94.25,6081.4,No
1729-VLAZJ,Female,No,Yes,No,10,No,DSL,No,Annually,Check,40.25,411.45,No
1730-VFMWO,Female,Yes,No,No,34,Yes,DSL,No,Monthly,Wire (auto),50.2,1815.3,No
1730-ZMAME,Female,No,No,Yes,32,Yes,Fiber,Yes,Monthly,eCheck,79.5,2665,No
1731-TVIUK,Female,No,No,No,4,Yes,Fiber,Yes,Monthly,eCheck,93.5,362.2,Yes
1732-FEKLD,Female,No,No,No,54,Yes,Fiber,Yes,Annually,Wire (auto),94.75,5121.75,No
1732-VHUBQ,Female,Yes,Yes,Yes,47,Yes,Fiber,No,Monthly,Wire (auto),70.55,3309.25,Yes
1734-ZMNTZ,Female,Yes,Yes,No,11,Yes,No,No,Biannually,Check,25,300.7,No
1735-XMJVH,Male,Yes,Yes,No,8,Yes,No,Yes,Monthly,Check,19.35,152.6,No
1740-CSDJP,Male,No,No,No,1,No,DSL,Yes,Monthly,Wire (auto),35.25,35.25,Yes
1741-WTPON,Male,Yes,Yes,No,56,Yes,Fiber,No,Biannually,Check,115.85,6567.9,No
1744-JHKYS,Female,Yes,No,No,34,Yes,No,No,Monthly,eCheck,24.7,780.2,No
1746-TGTWV,Male,Yes,No,No,1,Yes,Fiber,No,Monthly,Credit (auto),75.35,75.35,No
1750-CSKKM,Male,No,Yes,No,9,Yes,DSL,No,Monthly,eCheck,55.35,449.75,Yes
1751-NCDLI,Male,Yes,No,Yes,46,Yes,Fiber,Yes,Monthly,eCheck,98.85,4564.9,No
1752-OZXFY,Male,Yes,No,No,60,Yes,DSL,Yes,Annually,Check,59.8,3561.15,No
1754-GKYPY,Male,Yes,No,Yes,22,Yes,Fiber,Yes,Monthly,Wire (auto),89.75,1938.9,No
1755-FZQEC,Male,No,No,No,39,Yes,No,No,Annually,Check,19.9,791.15,No
1755-RMCXH,Male,Yes,Yes,No,2,Yes,No,No,Monthly,Check,20.3,40.25,No
1757-TCATG,Male,Yes,Yes,No,35,Yes,No,No,Annually,Wire (auto),20.05,746.75,No
1760-CAZHT,Male,No,Yes,No,25,Yes,No,No,Monthly,Check,20.8,460.2,No
1761-AEZZR,Male,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,79.55,79.55,Yes
1763-KUAAW,Female,No,No,Yes,18,Yes,No,No,Annually,Wire (auto),20.35,369.6,No
1763-WQFUK,Male,No,No,No,3,Yes,DSL,Yes,Monthly,Check,50.5,147.75,No
1764-VUUMT,Male,No,Yes,No,66,Yes,No,No,Biannually,Credit (auto),19.95,1269.1,No
1766-GKNMI,Male,No,No,No,29,Yes,Fiber,Yes,Monthly,eCheck,84.9,2516.2,No
1767-CJKBA,Male,No,No,No,66,Yes,No,No,Biannually,Check,25.1,1697.7,No
1767-TGTKO,Female,Yes,Yes,No,8,Yes,DSL,Yes,Monthly,eCheck,45.45,411.75,No
1768-HNVGJ,Female,No,No,Yes,45,Yes,DSL,Yes,Monthly,eCheck,70.05,3062.45,No
1768-ZAIFU,Female,No,No,Yes,1,No,DSL,Yes,Monthly,eCheck,25.2,25.2,Yes
1769-GRUIK,Female,No,No,No,18,Yes,Fiber,Yes,Monthly,eCheck,71.1,1247.75,No
1771-OADNZ,Male,Yes,No,Yes,29,Yes,Fiber,Yes,Monthly,eCheck,95.9,2745.2,Yes
1775-KWJKQ,Male,Yes,Yes,No,72,Yes,DSL,No,Biannually,Credit (auto),89.85,6562.9,No
1776-SPBWV,Female,Yes,Yes,No,34,Yes,No,Yes,Annually,Wire (auto),20.1,682.1,No
1777-JYQPJ,Male,No,No,No,2,No,DSL,No,Monthly,Check,24.3,38.45,No
1779-PWPMG,Female,Yes,No,Yes,72,Yes,Fiber,Yes,Biannually,Wire (auto),114.65,8333.95,No
1784-BXEFA,Female,No,No,No,10,Yes,No,Yes,Monthly,Check,20.55,187.35,No
1784-EZDKJ,Male,Yes,No,No,51,Yes,Fiber,Yes,Annually,Wire (auto),106.8,5498.8,No
1785-BPHTP,Male,Yes,Yes,No,28,Yes,Fiber,No,Monthly,eCheck,85.45,2289.9,No
1790-NESIO,Female,No,No,No,13,Yes,No,Yes,Biannually,Check,20.4,261.3,No
1791-PQHBB,Female,No,Yes,No,2,Yes,DSL,Yes,Monthly,Credit (auto),61.2,125.95,No
1792-UXAFY,Female,No,No,Yes,17,Yes,Fiber,Yes,Monthly,eCheck,89.15,1496.9,Yes
1794-HBQTJ,Female,No,No,No,1,Yes,DSL,Yes,Monthly,Credit (auto),48.6,48.6,Yes
1794-SWWKL,Male,Yes,Yes,No,15,Yes,DSL,Yes,Monthly,Wire (auto),59.65,867.1,No
1796-JANOW,Female,No,No,No,2,Yes,No,No,Monthly,Check,19.95,38.15,No
1803-BGNBD,Female,No,No,No,12,Yes,DSL,Yes,Monthly,eCheck,54.3,654.5,No
1809-DMJHQ,Female,No,Yes,No,5,Yes,DSL,No,Monthly,Check,46,221.7,Yes
1810-BOHSY,Male,Yes,No,No,51,Yes,Fiber,Yes,Annually,Credit (auto),96.4,4911.05,No
1810-MVMAI,Male,Yes,Yes,No,30,Yes,DSL,No,Monthly,eCheck,67.6,2000.2,No
1813-JLKWR,Female,Yes,Yes,No,64,Yes,No,No,Annually,Wire (auto),19.8,1336.65,No
1813-JYWTO,Female,Yes,No,No,72,Yes,Fiber,No,Biannually,Wire (auto),80.45,5737.6,No
1814-DKOLC,Female,No,No,No,5,Yes,No,No,Monthly,Check,25.45,134.75,No
1814-WFGVS,Male,Yes,Yes,No,72,No,DSL,No,Biannually,Check,48.9,3527,No
1816-FLZDK,Male,No,No,No,1,No,DSL,No,Monthly,Check,29.15,29.15,No
1818-ESQMW,Female,No,No,No,27,Yes,Fiber,Yes,Monthly,eCheck,89.2,2383.6,No
1820-DJFPH,Female,Yes,Yes,No,72,Yes,No,Yes,Biannually,Wire (auto),24.05,1709.15,No
1820-TQVEV,Male,No,No,No,1,Yes,Fiber,Yes,Monthly,eCheck,69.55,69.55,Yes
1821-BUCWY,Male,No,No,No,30,Yes,DSL,Yes,Biannually,Check,55.65,1653.85,No
1830-GGFNM,Male,Yes,Yes,No,65,Yes,Fiber,No,Biannually,Credit (auto),94.55,6078.75,No
1830-IPXVJ,Female,Yes,Yes,No,61,Yes,No,No,Biannually,Credit (auto),19.75,1311.6,No
1832-PEUTS,Male,Yes,Yes,No,62,Yes,Fiber,Yes,Biannually,Credit (auto),89.1,5411.65,No
1833-TCXKK,Male,Yes,No,No,45,Yes,Fiber,Yes,Monthly,Wire (auto),107.75,4882.8,No
1833-VGRUM,Female,No,No,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,74.2,74.2,Yes
1834-ABKHQ,Female,Yes,Yes,No,52,Yes,DSL,Yes,Annually,Wire (auto),50.95,2610.65,No
1834-WULEG,Male,Yes,Yes,No,24,Yes,No,No,Annually,Check,20.25,439.75,No
1837-YQUCE,Female,No,No,No,70,No,DSL,Yes,Biannually,Wire (auto),58.35,4214.25,No
1839-FBNFR,Female,Yes,Yes,No,39,Yes,No,Yes,Biannually,Wire (auto),19.85,854.8,No
1839-UMACK,Male,No,No,No,42,Yes,No,No,Annually,eCheck,25.05,949.85,No
1840-BIUOG,Male,No,No,No,20,Yes,DSL,Yes,Annually,eCheck,68.7,1416.2,No
1841-YSJGV,Male,Yes,No,No,72,Yes,Fiber,Yes,Biannually,Credit (auto),109.95,7852.4,No
1842-EZJMK,Male,Yes,Yes,No,50,Yes,Fiber,No,Monthly,eCheck,103.7,5071.05,Yes
1843-TLSGD,Female,Yes,Yes,No,13,Yes,No,No,Biannually,Check,20.85,272.35,No
1845-CSBRZ,Female,Yes,Yes,Yes,22,Yes,Fiber,No,Monthly,Wire (auto),85.35,1961.6,No
1845-ZLLIG,Male,No,No,No,1,Yes,DSL,Yes,Monthly,Check,50.15,50.15,No
1846-XWOQN,Female,No,No,Yes,1,Yes,Fiber,Yes,Monthly,eCheck,70.15,70.15,Yes
1848-LBZHY,Female,Yes,No,No,7,Yes,DSL,Yes,Monthly,Wire (auto),50.3,355.1,No
1849-RJYIG,Female,No,No,No,8,Yes,DSL,Yes,Monthly,eCheck,60,487.75,No
1850-AKQEP,Male,No,Yes,No,8,Yes,No,No,Monthly,Check,20.35,178.7,No
1852-QSWCD,Male,Yes,Yes,No,64,Yes,No,Yes,Biannually,Check,24.8,1514.85,No
1852-XEMDW,Male,No,No,No,22,Yes,DSL,No,Monthly,Check,65.05,1427.55,No
1853-ARAAQ,Female,No,No,No,26,No,DSL,Yes,Monthly,Credit (auto),50.35,1277.5,No
1853-UDXBW,Male,Yes,Yes,No,1,Yes,Fiber,Yes,Monthly,eCheck,70,70,Yes
1855-AGAWH,Male,Yes,No,No,31,Yes,Fiber,Yes,Annually,eCheck,93.8,2939.8,No
1855-CFULU,Female,No,No,Yes,4,Yes,No,No,Monthly,Check,20.05,91.45,No
1862-QRWPE,Female,Yes,Yes,No,48,Yes,No,No,Biannually,Wire (auto),20.65,1057,No
1862-SKORY,Female,Yes,No,Yes,40,No,DSL,Yes,Monthly,eCheck,39.3,1637.4,Yes
1866-DIOQZ,Female,Yes,No,No,71,No,DSL,No,Annually,Wire (auto),66.8,4689.15,No
1866-NXPSP,Female,No,No,No,36,Yes,DSL,Yes,Annually,Check,75.55,2680.15,No
1866-OBPNR,Male,Yes,Yes,No,1,Yes,Fiber,No,Monthly,Credit (auto),74.6,74.6,No
1866-RZZQS,Male,No,No,Yes,41,Yes,Fiber,Yes,Monthly,eCheck,98.4,4187.75,Yes
1866-ZSLJM,Male,No,No,No,21,Yes,No,No,Monthly,Credit (auto),20.5,402.85,No
1867-BDVFH,Male,Yes,Yes,No,11,Yes,Fiber,Yes,Monthly,eCheck,74.35,834.2,Yes
1867-TJHTS,Female,No,No,No,58,Yes,Fiber,Yes,Monthly,Wire (auto),79.8,4526.85,No
1871-MOWRM,Male,Yes,No,No,12,Yes,Fiber,No,Monthly,Wire (auto),80.85,866.45,Yes
1872-EBWSC,Female,No,No,No,29,Yes,No,No,Annually,Check,20.35,617.35,No
1875-QIVME,Female,Yes,No,No,2,Yes,Fiber,Yes,Monthly,eCheck,104.4,242.8,Yes
1877-HKBQX,Female,No,No,No,11,Yes,DSL,Yes,Annually,Check,54.6,617.85,No
1891-FZYSA,Male,Yes,No,Yes,69,Yes,Fiber,Yes,Monthly,eCheck,89.95,6143.15,Yes
1891-QRQSA,Male,Yes,Yes,Yes,64,Yes,Fiber,Yes,Biannually,Wire (auto),111.6,7099,No
1891-UAWWU,Female,Yes,No,Yes,20,Yes,Fiber,No,Monthly,eCheck,90.8,1951,Yes
1894-IGFSG,Female,No,No,No,22,Yes,Fiber,No,Monthly,eCheck,89.25,1907.85,Yes
1895-QTKDO,Female,No,No,No,1,Yes,DSL,No,Monthly,Credit (auto),43.95,43.95,No
1897-OKVMW,Female,Yes,Yes,No,64,Yes,DSL,Yes,Biannually,Check,90.6,5817.45,No
1897-RCFUM,Female,Yes,Yes,No,39,Yes,No,Yes,Annually,Check,24.2,914.6,No
1898-JSNDC,Female,No,No,No,39,Yes,DSL,Yes,Annually,Credit (auto),58.6,2224.5,No
1899-VXWXM,Male,No,No,No,48,Yes,Fiber,Yes,Annually,Credit (auto),106.1,5082.8,Yes
1902-XBTFB,Male,No,Yes,No,22,Yes,Fiber,Yes,Monthly,eCheck,89.4,2001.5,Yes
1904-WAJAA,Female,Yes,Yes,No,24,Yes,DSL,No,Biannually,eCheck,64.35,1558.65,No
1905-OEILC,Female,No,No,No,1,Yes,No,No,Monthly,Check,19.5,19.5,No
1907-UBQFC,Male,No,No,Yes,10,Yes,Fiber,Yes,Monthly,eCheck,72.85,688.65,Yes
1907-YLNYW,Male,No,No,No,8,Yes,DSL,Yes,Monthly,eCheck,66.7,579,No
1910-FMXJM,Female,Yes,No,No,36,Yes,Fiber,No,Monthly,eCheck,80.4,2937.65,No
1915-IOFGU,Female,No,No,No,1,Yes,Fiber,No,Monthly,eCheck,70.5,70.5,Yes
1915-OAKWD,Female,No,Yes,No,16,Yes,No,Yes,Annually,Wire (auto),19.3,360.35,No
1918-ZBFQJ,Female,No,No,No,13,Yes,Fiber,Yes,Monthly,eCheck,79.25,1111.65,Yes
1919-RTPQD,Male,Yes,Yes,No,7,Yes,DSL,No,Monthly,eCheck,44.75,333.65,No
1921-KYSAY,Female,No,No,No,41,Yes,DSL,Yes,Annually,eCheck,68.6,2877.05,No
1925-GMVBW,Female,No,No,No,5,Yes,No,No,Monthly,Credit (auto),20.55,96.1,No
1925-LFCZZ,Male,No,No,Yes,55,No,DSL,Yes,Annually,Wire (auto),50.05,2743.45,No
1925-TIBLE,Female,Yes,No,No,7,Yes,Fiber,Yes,Monthly,eCheck,86.5,582.5,Yes
1926-QUZNN,Female,Yes,No,No,72,Yes,No,Yes,Biannually,Wire (auto),25.25,1841.2,No
1927-QEWMY,Female,Yes,No,No,72,Yes,No,No,Biannually,Credit (auto),20.5,1502.25,No
1928-BXYIV,Male,No,No,No,1,Yes,DSL,No,Monthly,eCheck,61.15,61.15,No
1929-ZCBHE,Male,Yes,Yes,No,47,No,DSL,No,Annually,eCheck,40.3,1794.8,No
1930-BZLHI,Male,No,No,No,21,Yes,No,Yes,Annually,Check,20.35,422.7,No
1930-QPBVZ,Male,Yes,Yes,No,68,Yes,Fiber,No,Biannually,Wire (auto),95.1,6683.4,No
1930-WNXSB,Male,Yes,Yes,No,58,Yes,Fiber,Yes,Monthly,eCheck,92.85,5305.05,No
1932-UEDCX,Male,Yes,No,Yes,33,Yes,Fiber,Yes,Monthly,Wire (auto),100.6,3270.25,No
1934-MKPXS,Male,Yes,Yes,No,33,Yes,No,No,Annually,Credit (auto),20.1,620.55,No
1934-SJVJK,Male,No,No,No,1,Yes,No,No,Monthly,Check,20.15,20.15,Yes
1935-IMVBB,Male,Yes,No,No,56,Yes,Fiber,No,Monthly,Check,89.7,4952.95,No
1936-CZAKF,Male,Yes,No,No,49,No,DSL,No,Biannually,Credit (auto),49.65,2409.9,No
1936-UAFEH,Female,No,No,No,68,Yes,Fiber,No,Biannually,Credit (auto),110.25,7279.35,No
1937-OTUKY,Female,Yes,No,No,72,Yes,Fiber,Yes,Biannually,Wire (auto),98.2,7015.9,No
1941-HOSAM,Male,Yes,Yes,No,1,Yes,Fiber,Yes,Monthly,eCheck,90.1,90.1,No
1942-OQFRW,Male,No,No,No,1,Yes,DSL,No,Monthly,eCheck,44,44,No
1945-XISKS,Female,Yes,No,No,67,Yes,No,No,Biannually,Check,19.65,1335.2,No
1950-KSVVJ,Female,Yes,No,No,45,Yes,Fiber,No,Annually,Check,113.3,5032.25,No
1951-IEYXM,Male,Yes,Yes,No,72,Yes,DSL,Yes,Biannually,Credit (auto),90.6,6441.85,No
1952-DVVSW,Female,Yes,No,No,10,Yes,No,No,Annually,Check,20.1,184.4,No
1955-IBMMB,Male,No,No,No,59,Yes,No,Yes,Biannually,Wire (auto),20.2,1192.3,No
1956-YIFGE,Male,Yes,Yes,No,22,Yes,Fiber,Yes,Annually,Check,100.05,2090.25,No
